league,year,over,ball,runs_off_bat,extras,wicket_type,expected_bowling_economy,expected_batting_strike_rate,expected_bowling_average,expected_batting_average,expected_bowling_strike_rate
IPL_T20,2020,5,720,1017,37,31,8.78333333333333,141.25,34.0,32.8064516129032,23.2258064516129
IPL_T20,2020,6,720,974,53,25,8.55833333333333,135.277777777778,41.08,38.96,28.8
IPL_T20,2020,7,720,784,27,18,6.75833333333333,108.888888888889,45.0555555555556,43.5555555555556,40.0
IPL_T20,2020,8,720,841,27,22,7.23333333333333,116.805555555556,39.4545454545455,38.2272727272727,32.7272727272727
IPL_T20,2020,9,720,925,20,24,7.875,128.472222222222,39.375,38.5416666666667,30.0
IPL_T20,2020,10,720,928,27,22,7.95833333333333,128.888888888889,43.4090909090909,42.1818181818182,32.7272727272727
IPL_T20,2020,11,720,832,36,34,7.23333333333333,115.555555555556,25.5294117647059,24.4705882352941,21.1764705882353
IPL_T20,2020,12,720,813,44,35,7.14166666666667,112.916666666667,24.4857142857143,23.2285714285714,20.5714285714286
IPL_T20,2020,13,716,885,44,27,7.78491620111732,123.603351955307,34.4074074074074,32.7777777777778,26.5185185185185
IPL_T20,2020,14,711,942,39,34,8.27848101265823,132.489451476793,28.8529411764706,27.7058823529412,20.9117647058823
IPL_T20,2020,15,699,1023,52,32,9.2274678111588,146.351931330472,33.59375,31.96875,21.84375
IPL_T20,2020,16,696,971,33,46,8.6551724137931,139.511494252874,21.8260869565217,21.1086956521739,15.1304347826087
IPL_T20,2020,17,694,1107,31,38,9.83861671469741,159.510086455331,29.9473684210526,29.1315789473684,18.2631578947368
IPL_T20,2020,18,665,1096,60,53,10.4300751879699,164.812030075188,21.811320754717,20.6792452830189,12.5471698113208
IPL_T20,2020,19,628,1057,54,57,10.6146496815287,168.312101910828,19.4912280701754,18.5438596491228,11.0175438596491
IPL_T20,2020,20,558,1038,62,59,11.8279569892473,186.021505376344,18.6440677966102,17.5932203389831,9.45762711864407
IPL_T20,2021,1,720,680,46,15,6.05,94.4444444444444,48.4,45.3333333333333,48.0
IPL_T20,2021,2,720,838,61,20,7.49166666666667,116.388888888889,44.95,41.9,36.0
IPL_T20,2021,3,720,894,31,25,7.70833333333333,124.166666666667,37.0,35.76,28.8
IPL_T20,2021,4,720,1014,46,29,8.83333333333333,140.833333333333,36.551724137931,34.9655172413793,24.8275862068966
IPL_T20,2021,5,720,972,39,24,8.425,135.0,42.125,40.5,30.0
IPL_T20,2021,6,720,903,34,31,7.80833333333333,125.416666666667,30.2258064516129,29.1290322580645,23.2258064516129
IPL_T20,2021,7,720,770,41,29,6.75833333333333,106.944444444444,27.9655172413793,26.551724137931,24.8275862068966
IPL_T20,2021,8,720,866,30,17,7.46666666666667,120.277777777778,52.7058823529412,50.9411764705882,42.3529411764706
IPL_T20,2021,9,716,877,35,31,7.64245810055866,122.486033519553,29.4193548387097,28.2903225806452,23.0967741935484
IPL_T20,2021,10,714,878,35,27,7.67226890756303,122.96918767507,33.8148148148148,32.5185185185185,26.4444444444444
IPL_T20,2021,11,708,869,45,37,7.74576271186441,122.74011299435,24.7027027027027,23.4864864864865,19.1351351351351
IPL_T20,2021,12,708,883,43,37,7.84745762711864,124.717514124294,25.027027027027,23.8648648648649,19.1351351351351
IPL_T20,2021,13,708,877,40,37,7.77118644067797,123.870056497175,24.7837837837838,23.7027027027027,19.1351351351351
IPL_T20,2021,14,702,848,38,33,7.57264957264957,120.797720797721,26.8484848484848,25.6969696969697,21.2727272727273
IPL_T20,2021,15,702,883,51,49,7.98290598290598,125.783475783476,19.0612244897959,18.0204081632653,14.3265306122449
IPL_T20,2021,16,695,963,37,42,8.63309352517986,138.561151079137,23.8095238095238,22.9285714285714,16.547619047619
IPL_T20,2021,17,677,847,69,56,8.11816838995569,125.110782865583,16.3571428571429,15.125,12.0892857142857
IPL_T20,2021,18,653,1011,57,44,9.81316998468606,154.823889739663,24.2727272727273,22.9772727272727,14.8409090909091
IPL_T20,2021,19,604,969,61,51,10.2317880794702,160.430463576159,20.1960784313725,19.0,11.843137254902
IPL_T20,2021,20,529,874,67,83,10.6729678638941,165.217391304348,11.3373493975904,10.5301204819277,6.37349397590361
IPL_T20,2022,1,888,777,93,35,5.87837837837838,87.5,24.8571428571429,22.2,25.3714285714286
IPL_T20,2022,2,888,941,85,35,6.93243243243243,105.968468468468,29.3142857142857,26.8857142857143,25.3714285714286
IPL_T20,2022,3,888,1074,64,38,7.68918918918919,120.945945945946,29.9473684210526,28.2631578947368,23.3684210526316
IPL_T20,2022,4,888,1202,69,29,8.58783783783784,135.36036036036,43.8275862068966,41.448275862069,30.6206896551724
IPL_T20,2022,5,888,1244,81,45,8.9527027027027,140.09009009009,29.4444444444444,27.6444444444444,19.7333333333333
IPL_T20,2022,6,888,1260,57,38,8.89864864864865,141.891891891892,34.6578947368421,33.1578947368421,23.3684210526316
IPL_T20,2022,7,888,973,35,29,6.81081081081081,109.572072072072,34.7586206896552,33.551724137931,30.6206896551724
IPL_T20,2022,8,888,1149,54,38,8.12837837837838,129.391891891892,31.6578947368421,30.2368421052632,23.3684210526316
IPL_T20,2022,9,882,1140,48,39,8.08163265306122,129.251700680272,30.4615384615385,29.2307692307692,22.6153846153846
IPL_T20,2022,10,882,1120,63,36,8.04761904761905,126.984126984127,32.8611111111111,31.1111111111111,24.5
IPL_T20,2022,11,879,1129,53,34,8.06825938566553,128.44141069397,34.7647058823529,33.2058823529412,25.8529411764706
IPL_T20,2022,12,876,1121,56,34,8.06164383561644,127.96803652968,34.6176470588235,32.9705882352941,25.7647058823529
IPL_T20,2022,13,876,1168,67,45,8.45890410958904,133.333333333333,27.4444444444444,25.9555555555556,19.4666666666667
IPL_T20,2022,14,875,1194,60,43,8.59885714285714,136.457142857143,29.1627906976744,27.7674418604651,20.3488372093023
IPL_T20,2022,15,863,1159,62,64,8.48899188876014,134.298957126304,19.078125,18.109375,13.484375
IPL_T20,2022,16,847,1216,67,57,9.08854781582054,143.565525383707,22.5087719298246,21.3333333333333,14.859649122807
IPL_T20,2022,17,823,1242,81,47,9.64520048602673,150.911300121507,28.1489361702128,26.4255319148936,17.5106382978723
IPL_T20,2022,18,814,1369,85,72,10.7174447174447,168.181818181818,20.1944444444444,19.0138888888889,11.3055555555556
IPL_T20,2022,19,759,1335,81,61,11.1936758893281,175.889328063241,23.2131147540984,21.8852459016393,12.4426229508197
IPL_T20,2022,20,658,1239,82,93,12.0455927051672,188.297872340426,14.2043010752688,13.3225806451613,7.0752688172043
IPL_T20,2023,1,882,813,83,32,6.0952380952381,92.1768707482993,28.0,25.40625,27.5625
IPL_T20,2023,2,882,1189,103,34,8.7891156462585,134.807256235828,38.0,34.9705882352941,25.9411764705882
IPL_T20,2023,3,882,1276,58,36,9.07482993197279,144.671201814059,37.0555555555556,35.4444444444444,24.5
IPL_T20,2023,4,882,1303,64,33,9.29931972789116,147.732426303855,41.4242424242424,39.4848484848485,26.7272727272727
IPL_T20,2023,5,882,1390,43,44,9.74829931972789,157.596371882086,32.5681818181818,31.5909090909091,20.0454545454545
IPL_T20,2023,6,882,1321,44,34,9.28571428571429,149.773242630385,40.1470588235294,38.8529411764706,25.9411764705882
IPL_T20,2023,7,882,1028,42,32,7.27891156462585,116.553287981859,33.4375,32.125,27.5625
IPL_T20,2023,8,882,1110,35,28,7.7891156462585,125.850340136054,40.8928571428571,39.6428571428571,31.5
IPL_T20,2023,9,882,1186,51,37,8.41496598639456,134.467120181406,33.4324324324324,32.0540540540541,23.8378378378378
IPL_T20,2023,10,882,1182,45,39,8.3469387755102,134.013605442177,31.4615384615385,30.3076923076923,22.6153846153846
IPL_T20,2023,11,879,1126,42,49,7.97269624573379,128.100113765643,23.8367346938776,22.9795918367347,17.9387755102041
IPL_T20,2023,12,876,1172,42,38,8.31506849315069,133.7899543379,31.9473684210526,30.8421052631579,23.0526315789474
IPL_T20,2023,13,876,1269,62,43,9.11643835616438,144.86301369863,30.953488372093,29.5116279069767,20.3720930232558
IPL_T20,2023,14,870,1278,47,43,9.13793103448276,146.896551724138,30.8139534883721,29.7209302325581,20.2325581395349
IPL_T20,2023,15,864,1312,60,62,9.52777777777778,151.851851851852,22.1290322580645,21.1612903225806,13.9354838709677
IPL_T20,2023,16,858,1241,88,49,9.29370629370629,144.638694638695,27.1224489795918,25.3265306122449,17.5102040816327
IPL_T20,2023,17,834,1354,75,55,10.2805755395683,162.350119904077,25.9818181818182,24.6181818181818,15.1636363636364
IPL_T20,2023,18,809,1283,87,65,10.1606922126082,158.590852904821,21.0769230769231,19.7384615384615,12.4461538461538
IPL_T20,2023,19,756,1337,93,67,11.3492063492063,176.851851851852,21.3432835820895,19.955223880597,11.2835820895522
IPL_T20,2023,20,695,1258,96,96,11.6892086330935,181.007194244604,14.1041666666667,13.1041666666667,7.23958333333333
IPL_T20,2024,1,852,964,105,36,7.52816901408451,113.145539906103,29.6944444444444,26.7777777777778,23.6666666666667
IPL_T20,2024,2,852,1185,119,36,9.1830985915493,139.084507042254,36.2222222222222,32.9166666666667,23.6666666666667
IPL_T20,2024,3,852,1431,62,31,10.5140845070423,167.957746478873,48.1612903225807,46.1612903225806,27.4838709677419
IPL_T20,2024,4,852,1317,52,45,9.64084507042254,154.577464788732,30.4222222222222,29.2666666666667,18.9333333333333
IPL_T20,2024,5,852,1349,42,47,9.79577464788732,158.333333333333,29.5957446808511,28.7021276595745,18.1276595744681
IPL_T20,2024,6,852,1387,52,32,10.1338028169014,162.793427230047,44.96875,43.34375,26.625
IPL_T20,2024,7,852,1059,51,27,7.8169014084507,124.295774647887,41.1111111111111,39.2222222222222,31.5555555555556
IPL_T20,2024,8,852,1137,52,42,8.37323943661972,133.450704225352,28.3095238095238,27.0714285714286,20.2857142857143
IPL_T20,2024,9,851,1264,39,37,9.18683901292597,148.531139835488,35.2162162162162,34.1621621621622,23.0
IPL_T20,2024,10,844,1114,41,35,8.21090047393365,131.990521327014,33.0,31.8285714285714,24.1142857142857
IPL_T20,2024,11,837,1264,52,31,9.4336917562724,151.015531660693,42.4516129032258,40.7741935483871,27.0
IPL_T20,2024,12,834,1251,50,41,9.35971223021583,150.0,31.7317073170732,30.5121951219512,20.3414634146341
IPL_T20,2024,13,834,1130,50,55,8.48920863309353,135.491606714628,21.4545454545455,20.5454545454545,15.1636363636364
IPL_T20,2024,14,830,1212,60,46,9.19518072289157,146.024096385542,27.6521739130435,26.3478260869565,18.0434782608696
IPL_T20,2024,15,822,1237,59,45,9.45985401459854,150.486618004866,28.8,27.4888888888889,18.2666666666667
IPL_T20,2024,16,814,1320,91,44,10.4004914004914,162.162162162162,32.0681818181818,30.0,18.5
IPL_T20,2024,17,777,1275,80,49,10.4633204633205,164.092664092664,27.6530612244898,26.0204081632653,15.8571428571429
IPL_T20,2024,18,748,1259,101,62,10.9090909090909,168.31550802139,21.9354838709677,20.3064516129032,12.0645161290323
IPL_T20,2024,19,705,1310,86,60,11.8808510638298,185.815602836879,23.2666666666667,21.8333333333333,11.75
IPL_T20,2024,20,587,1192,70,82,12.8994889267462,203.066439522998,15.390243902439,14.5365853658537,7.15853658536585
